,count,mean,std,min,25%,50%,75%,max,mineral
AltoSi,48236.0,0.11625445799285532,0.03570296117753355,0.05042109315964878,0.08937248363641177,0.11221682516522943,0.13806975312039788,0.23136509919413364,no AmorfSi
CatoCO2,48236.0,9.937322296883618,40.646255719537145,1.1868103260199632,1.9842202720295572,2.9867720105068036,5.935495317645882,1255.600102770624,no AmorfSi
T,7649.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,with Gibbsite
CaO,7649.0,1.0531793406327625,0.10261705562853293,0.9000302,0.9685828,1.039362,1.122386,1.389614,with Gibbsite
SiO2,7649.0,0.47852084477709506,0.08234705149711417,0.3002174,0.4158159,0.489386,0.5496659,0.5999712,with Gibbsite
Al2O3,7649.0,0.051711679573800504,0.011482099620921345,0.03000333,0.04201345,0.05263037,0.06163237,0.06999838,with Gibbsite
SO3,7649.0,0.03531966963524643,0.008619518855897694,0.02001039,0.02789786,0.0354234,0.04278638,0.04999652,with Gibbsite
K2O,7649.0,0.009014489016603476,0.0017246697787848071,0.006000068,0.007537719,0.009004517,0.01050601,0.01199971,with Gibbsite
CO2,7649.0,0.6468787627925219,0.1033703036460794,0.2964879,0.5743566,0.6623064,0.7314271,0.7999167,with Gibbsite
H2O,7649.0,0.10055688454699961,0.028893183009066164,0.05005066,0.07558647,0.1008616,0.1261317,0.1499948,with Gibbsite
pH,7649.0,11.738805795398092,0.6153750648271471,9.260772,10.93752,12.03897,12.2697,12.50337,with Gibbsite
MassWater,7649.0,0.07587786880637992,0.029548028462889016,0.01520925,0.05123199,0.07608608,0.1013766,0.1349671,with Gibbsite
Ca_aq,7649.0,1.4120543801804158e-05,1.3953367792194346e-05,2.921361e-06,8.748883e-06,1.349328e-05,1.826841e-05,0.0004529847,with Gibbsite
Si_aq,7649.0,0.0005579153394025363,0.000357436426616648,4.990725e-05,0.0002802888,0.0004403957,0.0007892432,0.001694911,with Gibbsite
Al_aq,7649.0,7.456364550292848e-05,6.747671709874802e-05,1.194511e-07,7.863201e-06,6.087685e-05,0.0001239607,0.0002976354,with Gibbsite
S_aq,7649.0,0.002840337269813047,0.0019584434629446603,0.0001851256,0.001282002,0.002208718,0.004091908,0.01186176,with Gibbsite
K_aq,7649.0,0.007378150344175709,0.003812227010459509,0.0007898762,0.004415741,0.006684144,0.009685464,0.02354732,with Gibbsite
C_aq,7649.0,4.554869709700615e-05,1.9421451170484472e-05,6.765074e-06,3.163658e-05,4.23509e-05,5.584238e-05,0.0001258835,with Gibbsite
O_aq,7649.0,0.014271754378611584,0.00830474597492705,0.001294757,0.007769351,0.01217249,0.01936415,0.04778434,with Gibbsite
H_aq,7649.0,0.0014535466955052946,0.0007711827343219681,5.398413e-05,0.0008750917,0.001228379,0.001920388,0.004365751,with Gibbsite
Ca_s,7649.0,1.0531652181592366,0.10261811415511513,0.8996288,0.9685661,1.039351,1.122379,1.389607,with Gibbsite
Si_s,7649.0,0.47796292927180023,0.0823921261611717,0.299768,0.4151561,0.488758,0.5492004,0.5997085,with Gibbsite
Al_s,7649.0,0.10334879538240294,0.022963258353920487,0.05990709,0.08401412,0.1051863,0.1231922,0.1399901,with Gibbsite
S_s,7649.0,0.03247933236501503,0.008794682136216233,0.01156129,0.02513675,0.03263135,0.03996047,0.04966884,with Gibbsite
K_s,7649.0,0.010650827691894368,0.003810128266728818,0.0,0.007888888,0.01065106,0.01335652,0.0211734,with Gibbsite
C_s,7649.0,0.6468332142110079,0.1033687845170653,0.2964332,0.5743143,0.662268,0.7313777,0.7998666,with Gibbsite
O_s,7649.0,4.964577376127598,0.4329482260980794,3.869631,4.652082,4.921943,5.254264,6.428277,with Gibbsite
H_s,7649.0,2.808066533010851,0.4691952770844124,1.415346,2.481095,2.812835,3.137443,4.145614,with Gibbsite
Portlandite,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
AmorfSi,7649.0,0.0003797821493005622,0.009921642737986269,0.0,0.0,0.0,0.0,0.4127303,with Gibbsite
Gibbsite,7649.0,0.07058012196912089,0.03831930224233922,1.768925e-08,0.04219636,0.07276816,0.1005367,0.1399546,with Gibbsite
Katoite,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Monosulfate,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Gypsum,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Ettringite,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Straetlingite,7649.0,0.0096214824490319,0.01684871736630497,0.0,0.0,0.0,0.01432322,0.06986116,with Gibbsite
Chabazite,7649.0,0.006762854272197673,0.013630127175736414,0.0,0.0,0.0,0.004798503,0.06937605,with Gibbsite
Calcite,7649.0,0.6143538818799844,0.1046992762171979,0.2661633,0.5408571,0.6300133,0.7004993,0.7821483,with Gibbsite
Hemicarbonate,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Monocarbonate,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Thaumasite,7649.0,0.03247933236501503,0.008794682136216233,0.01156129,0.02513675,0.03263135,0.03996047,0.04966884,with Gibbsite
mETss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Al_ET_ss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
Ca_ET_ss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
S_ET_ss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
C_ET_ss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
H2O_ET_ss,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Gibbsite
mCSHQ,7649.0,0.05521915260373905,0.013948187163516214,0.0,0.04540869,0.05656053,0.06652571,0.08215625,with Gibbsite
Ca_ss,7649.0,0.31536752241077265,0.08567873526814394,0.0,0.2547559,0.3200605,0.3829507,0.4923472,with Gibbsite
Si_ss,7649.0,0.4084309151353118,0.09902444961121769,0.0,0.3383905,0.4197272,0.4884342,0.5818825,with Gibbsite
K_ss,7649.0,0.010650827691894368,0.003810128266728818,0.0,0.007888888,0.01065106,0.01335652,0.0211734,with Gibbsite
H2O_ss,7649.0,0.6934241116158976,0.18123902219561436,0.0,0.5663826,0.7082158,0.8388529,1.054454,with Gibbsite
V_s,7649.0,63.33477619819584,5.621284926545174,48.96199,59.29626,62.85566,67.04533,83.79068,with Gibbsite
Gel_water,7649.0,0.2474686740685057,0.06862712899401392,0.0,0.1986897,0.250653,0.3022787,0.3868223,with Gibbsite
AltoSi,7649.0,0.11176872390761677,0.03331483022745827,0.05042109315964878,0.0865029501531555,0.10938213432997976,0.1313130573883518,0.22871775355676785,with Gibbsite
CatoCO2,7649.0,1.6596480486850338,0.2401190856336424,1.12681356563985,1.491876139164015,1.6204231759986674,1.7780826910466023,3.0556473002555653,with Gibbsite
T,42351.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,no Gibbsite
CaO,42351.0,1.1674867496304693,0.14386121408852992,0.9000085,1.0456500000000002,1.177981,1.292872,1.399995,no Gibbsite
SiO2,42351.0,0.4448488651979883,0.08635239558841272,0.3000033,0.3695573,0.4421391,0.5187280999999999,0.5999942,no Gibbsite
Al2O3,42351.0,0.0496908552761446,0.011531904648626622,0.0300008,0.039700495,0.0494932,0.059635995,0.06999926,no Gibbsite
SO3,42351.0,0.03494226352742556,0.00866653671730664,0.02000021,0.02742845,0.03491739,0.042450785000000005,0.04999967,no Gibbsite
K2O,42351.0,0.008997383148095678,0.0017334079669785011,0.006000193,0.0074936325,0.008998757,0.01049903,0.0119999,no Gibbsite
CO2,42351.0,0.35600163282883523,0.2189439593357938,0.001004178,0.1701891,0.3396495,0.526519,0.7999932,no Gibbsite
H2O,42351.0,0.09989954824537792,0.02886244803899868,0.0500004,0.07488968,0.09985236,0.1248303,0.149999,no Gibbsite
pH,42351.0,12.789793038889284,0.5308798421060885,10.35111,12.737535,12.89937,13.03489,13.4799,no Gibbsite
MassWater,42351.0,0.0655231635093122,0.029720413335002433,8.488139e-08,0.04030438,0.06553467,0.09058982,0.1373174,no Gibbsite
Ca_aq,42351.0,0.00010913877411580946,0.00012934537003685587,9.764647e-11,2.1894525e-05,4.960103e-05,0.00015223735,0.0007688359,no Gibbsite
Si_aq,42351.0,8.191338681070117e-05,0.00027297854454720735,5.87635e-12,2.4825780000000004e-06,5.972092e-06,2.5942235e-05,0.00211937,no Gibbsite
Al_aq,42351.0,3.189367371883581e-05,4.078876871590951e-05,1.662557e-11,1.91034e-06,9.394229e-06,5.463363e-05,0.0002730268,no Gibbsite
S_aq,42351.0,0.0004716512203169553,0.0014250598706132414,1.248673e-09,2.0705385e-05,4.493732e-05,0.00022138555000000002,0.01119272,no Gibbsite
K_aq,42351.0,0.007334053427793461,0.003482470674127349,1.618087e-08,0.0047705865,0.006877065,0.0094021075,0.0235802,no Gibbsite
C_aq,42351.0,8.468210815655974e-06,1.2808904328061837e-05,3.377748e-12,1.431262e-06,2.682659e-06,9.195384500000001e-06,0.0001184824,no Gibbsite
O_aq,42351.0,0.008687370352970179,0.005890751510801604,2.02104e-06,0.005356856,0.007639187,0.010291274999999999,0.04890236,no Gibbsite
H_aq,42351.0,0.006531292163520217,0.0035194914191727118,1.384471e-08,0.003764312,0.006197971,0.008951687,0.01748083,no Gibbsite
Ca_s,42351.0,1.167377608967911,0.14383558997651147,0.8998167,1.0455665,1.177867,1.292697,1.39999,no Gibbsite
Si_s,42351.0,0.4447669515170834,0.08630782132671987,0.2995695,0.369521,0.4420558,0.5185787,0.5999908,no Gibbsite
Al_s,42351.0,0.0993498168038535,0.02306078248319983,0.05982612,0.079382835,0.09896016,0.1192526,0.1399945,no Gibbsite
S_s,42351.0,0.03447061228495195,0.008738503544519915,0.01066541,0.026958425,0.03441241,0.0419617,0.0499854,no Gibbsite
K_s,42351.0,0.010660712901338484,0.003690220629698322,9.707608e-08,0.008145508499999999,0.01045344,0.01311374,0.02283857,no Gibbsite
C_s,42351.0,0.355993164626219,0.21893653969551383,0.001004141,0.1701843,0.3396482,0.52651425,0.7999656,no Gibbsite
O_s,42351.0,4.956837669216783,0.4831433181782667,3.350146,4.607078,4.948993,5.305838,6.461669,no Gibbsite
H_s,42351.0,3.8603458136289577,0.7060018912567263,1.05614,3.451358,3.904041,4.343926,5.834454,no Gibbsite
Portlandite,42351.0,0.07156661346512656,0.12781024267346217,0.0,0.0,0.0,0.1001579,0.7343349,no Gibbsite
AmorfSi,42351.0,0.0041609846129090225,0.025352834562746753,0.0,0.0,0.0,0.0,0.3919698,no Gibbsite
Gibbsite,42351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Gibbsite
Katoite,42351.0,0.00011792177853848222,0.001493309492863322,0.0,0.0,0.0,0.0,0.04291764,no Gibbsite
Monosulfate,42351.0,0.0006409876968791316,0.004256351265333847,0.0,0.0,0.0,0.0,0.04950871,no Gibbsite
Gypsum,42351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Gibbsite
Ettringite,42351.0,9.609610162688012e-10,1.9775961345371335e-07,0.0,0.0,0.0,0.0,4.069766e-05,no Gibbsite
Straetlingite,42351.0,0.014884392073794099,0.021656220187166616,0.0,0.0,0.0,0.032553355000000006,0.0699747,no Gibbsite
Chabazite,42351.0,0.0019945197719062123,0.009724586449065663,0.0,0.0,0.0,0.0,0.06997472,no Gibbsite
Calcite,42351.0,0.32378889647398085,0.2217533359965858,0.0,0.13259545,0.306556,0.49741075,0.795973,no Gibbsite
Hemicarbonate,42351.0,0.001033981865188685,0.005445526299879112,0.0,0.0,0.0,0.0,0.05976243,no Gibbsite
Monocarbonate,42351.0,0.001033981865188685,0.005445526299879112,0.0,0.0,0.0,0.0,0.05976243,no Gibbsite
Thaumasite,42351.0,0.007766815418243999,0.014355326978930572,0.0,0.0,0.0,0.004975825499999999,0.04974235,no Gibbsite
mETss,42351.0,0.011824300136743909,0.007467946243462137,0.0,0.007091028,0.01329132,0.017853685,0.02284897,no Gibbsite
Al_ET_ss,42351.0,0.0189801651536298,0.011990682460450357,0.0,0.01134641,0.02133218,0.028656645,0.03670131,no Gibbsite
Ca_ET_ss,42351.0,0.056940492611170394,0.03597204553658766,0.0,0.03403922,0.06399655,0.085969925,0.1101039,no Gibbsite
S_ET_ss,42351.0,0.026062707738483383,0.01641817091759674,0.0,0.016475095000000002,0.02930126,0.039337960000000005,0.0499854,no Gibbsite
C_ET_ss,42351.0,0.0024075385709110167,0.0016817501042556235,0.0,0.00031100725,0.002716087,0.0038128615,0.005109225,no Gibbsite
H2O_ET_ss,42351.0,0.30368262846394595,0.19185091045590733,0.0,0.1815425,0.3413149,0.45850630000000003,0.5872209,no Gibbsite
mCSHQ,42351.0,0.0758179022851574,0.02031024217057385,9.364013e-07,0.06431457,0.07547536,0.089702725,0.1221489,no Gibbsite
Ca_ss,42351.0,0.5669121218156501,0.17469091022646704,4.999598e-06,0.47223405,0.5679759,0.6847376000000001,0.971046,no Gibbsite
Si_ss,42351.0,0.4099766805262353,0.09588161190929766,7.447591e-06,0.34342005,0.4093324,0.48198085,0.5999908,no Gibbsite
K_ss,42351.0,0.010660712901338484,0.003690220629698322,9.707608e-08,0.008145508499999999,0.01045344,0.01311374,0.02283857,no Gibbsite
H2O_ss,42351.0,1.0486466683159472,0.2949768022802813,1.132268e-05,0.88923865,1.044552,1.2485849999999998,1.725346,no Gibbsite
V_s,42351.0,66.63574785081818,6.230930465095212,48.29359,61.977140000000006,66.71792,71.34698499999999,84.13396,no Gibbsite
Gel_water,42351.0,0.42135671112718015,0.13231674360131984,3.825205e-06,0.34501125,0.4211572,0.5089993500000001,0.7348651,no Gibbsite
AltoSi,42351.0,0.11615285123714598,0.03600726301550123,0.05044724899501502,0.08887680255386896,0.11184558090787491,0.13825098915900574,0.23136509919413364,no Gibbsite
CatoCO2,42351.0,11.07340913025713,43.25638753864805,1.1316211585935767,2.2457725567826863,3.386847631314523,6.740036634582436,1255.600102770624,no Gibbsite
T,409.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,with Katoite
CaO,409.0,1.1735525782396088,0.14238304747108993,0.9026085,1.056988,1.181203,1.300004,1.399932,with Katoite
SiO2,409.0,0.4370170144254279,0.0825894415384218,0.3004615,0.3627014,0.4386689,0.5057283,0.5998135,with Katoite
Al2O3,409.0,0.05684872682151589,0.00935454903686157,0.03100989,0.05103052,0.05833684,0.06461079,0.06993681,with Katoite
SO3,409.0,0.030925632127139367,0.007995010501592119,0.02001352,0.02400859,0.02934876,0.03689829,0.04950934,with Katoite
K2O,409.0,0.00897000460391198,0.0017075231812776993,0.00601414,0.007492939,0.008951068,0.0104671,0.01198254,with Katoite
CO2,409.0,0.0067447470953545235,0.004482120088442759,0.00102242,0.003190534,0.005775153,0.009243996,0.02126213,with Katoite
H2O,409.0,0.10058897965770171,0.02972134421820293,0.05004392,0.07469838,0.103057,0.1263323,0.1499678,with Katoite
pH,409.0,13.04261119804401,0.1325926829202967,12.75459,12.94952,13.02876,13.12601,13.43525,with Katoite
MassWater,409.0,0.06172284549877751,0.030170494323849835,0.004170665,0.03482581,0.06462606,0.08797397,0.1161261,with Katoite
Ca_aq,409.0,0.00021337906411491445,0.00015461519457695146,8.720714e-06,7.833607e-05,0.0001929468,0.0003202247,0.0007298872,with Katoite
Si_aq,409.0,2.2189211066014673e-06,9.810854876256422e-07,1.639058e-07,1.3858e-06,2.302877e-06,3.078951e-06,4.411838e-06,with Katoite
Al_aq,409.0,2.9677822425427874e-05,1.156888201975265e-05,2.702279e-06,2.105391e-05,2.971348e-05,3.774546e-05,6.552126e-05,with Katoite
S_aq,409.0,8.39062534963325e-07,4.11476217109114e-07,1.003592e-07,5.214799e-07,7.518651e-07,1.101309e-06,2.269218e-06,with Katoite
K_aq,409.0,0.008103410977017115,0.0031348562401072445,0.0007680509,0.005767263,0.008029617,0.0103675,0.01536926,with Katoite
C_aq,409.0,4.021126025427873e-10,1.5669523686652634e-10,4.248629e-11,2.872127e-10,3.822391e-10,5.148976e-10,8.619851e-10,with Katoite
O_aq,409.0,0.008565948639119804,0.003300525722957149,0.0007906725,0.006038426,0.00850939,0.01088751,0.01587781,with Katoite
H_aq,409.0,0.008494782671882641,0.0032742017651287395,0.0007823929,0.005988171,0.008438682,0.01079913,0.01574983,with Katoite
Ca_s,409.0,1.1733391936430317,0.14239447945232062,0.902522,1.056653,1.180818,1.299435,1.399776,with Katoite
Si_s,409.0,0.43701479462102694,0.08258954024031219,0.3004584,0.362698,0.4386666,0.5057269,0.599813,with Katoite
Al_s,409.0,0.11366777618581907,0.018709174552108816,0.06199283,0.1020404,0.1166419,0.1291848,0.1398429,with Katoite
S_s,409.0,0.030924792787286066,0.007995002191862173,0.02001184,0.02400809,0.02934792,0.0368973,0.04950871,with Katoite
K_s,409.0,0.00983659829584352,0.0032240472975660294,0.00432236,0.007437237,0.009208069,0.01187514,0.01984227,with Katoite
C_s,409.0,0.006744746867970661,0.00448212018883673,0.001022419,0.003190534,0.005775153,0.009243996,0.02126213,with Katoite
O_s,409.0,4.508394946210269,0.4625940153859739,3.432858,4.159833,4.512381,4.88222,5.57892,with Katoite
H_s,409.0,4.358684628361859,0.4319293382028384,3.359606,4.033922,4.347656,4.673876,5.420815,with Katoite
Portlandite,409.0,0.25431189240586793,0.16424067047906032,0.0,0.1243032,0.2490589,0.3483882,0.7128411,with Katoite
AmorfSi,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Gibbsite,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Katoite,409.0,0.012210526266218241,0.009135100816230726,3.136326e-08,0.004885295,0.009996501,0.01821515,0.04291764,with Katoite
Monosulfate,409.0,0.030924792787286066,0.007995002191862173,0.02001184,0.02400809,0.02934792,0.0368973,0.04950871,with Katoite
Gypsum,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Ettringite,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Straetlingite,409.0,0.00020907530513447436,0.0015411284600841265,0.0,0.0,0.0,0.0,0.02106767,with Katoite
Chabazite,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Calcite,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Hemicarbonate,409.0,0.013489493674816624,0.008964240471690291,0.002044839,0.006381068,0.01155031,0.01848799,0.04252426,with Katoite
Monocarbonate,409.0,0.013489493674816624,0.008964240471690291,0.002044839,0.006381068,0.01155031,0.01848799,0.04252426,with Katoite
Thaumasite,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
mETss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Al_ET_ss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
Ca_ET_ss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
S_ET_ss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
C_ET_ss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
H2O_ET_ss,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Katoite
mCSHQ,409.0,0.08881903982885085,0.016703479098562957,0.06111343,0.07375956,0.08924573,0.102686,0.1220304,with Katoite
Ca_ss,409.0,0.7043204315403423,0.13300404723045917,0.484703,0.5832219,0.707859,0.815262,0.970157,with Katoite
Si_ss,409.0,0.43680571931540346,0.08239915047973762,0.3004584,0.362698,0.4386666,0.5051947,0.599813,with Katoite
K_ss,409.0,0.00983659829584352,0.0032240472975660294,0.00432236,0.007437237,0.009208069,0.01187514,0.01984227,with Katoite
H2O_ss,409.0,1.2552736518337408,0.23623186074213573,0.8641955,1.043336,1.261358,1.453078,1.724953,with Katoite
V_s,409.0,63.93506039119805,6.548527536358942,48.87317,59.02846,64.02093,68.91463,78.4041,with Katoite
Gel_water,409.0,0.5330726251833741,0.10065079064182378,0.3668575,0.4414752,0.5357142,0.6170353,0.7341875,with Katoite
AltoSi,409.0,0.13509261903387149,0.03504375374411687,0.06127637621455206,0.10937151823858843,0.13087647757581097,0.15859093427943347,0.23037949683046083,with Katoite
CatoCO2,409.0,288.7583451589491,236.06420441184545,49.121359872480944,123.95287662040224,209.18547693792044,376.2124547354571,1228.4350337407725,with Katoite
T,49591.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,no Katoite
CaO,49591.0,1.1498057531729546,0.1443404951743511,0.9000085,1.0247285000000002,1.149642,1.2748095,1.399995,no Katoite
SiO2,49591.0,0.45010708138170236,0.08662843020255168,0.3000033,0.37513640000000004,0.4500979,0.5251892499999999,0.5999942,no Katoite
Al2O3,49591.0,0.04994351635558872,0.0115466748412101,0.0300008,0.03993886,0.04991028,0.059940055000000006,0.06999926,no Katoite
SO3,49591.0,0.03503360230989494,0.00865772092880503,0.02000021,0.027540015,0.03504889,0.042533785000000005,0.04999967,no Katoite
K2O,49591.0,0.009000247389848963,0.0017322836002596534,0.006000068,0.007500132499999999,0.009000357,0.010500355,0.0119999,no Katoite
CO2,49591.0,0.40374749867863124,0.22880225888778433,0.001004178,0.20565695,0.4037744,0.60188,0.7999932,no Katoite
H2O,49591.0,0.09999525085116252,0.028860946925783757,0.0500004,0.07501031,0.0999775,0.1249821,0.149999,no Katoite
pH,49591.0,12.625601874110222,0.6647052363207633,9.260772,12.544855,12.84649,13.008154999999999,13.4799,no Katoite
MassWater,49591.0,0.06715163381407678,0.02992110479549799,8.488139e-08,0.041888049999999996,0.06720336,0.09218601,0.1373174,no Katoite
Ca_aq,49591.0,9.362328295246409e-05,0.00012322029403026224,9.764647e-11,1.667898e-05,3.558312e-05,0.00011937535,0.0007688359,no Katoite
Si_aq,49591.0,0.00015599001305029959,0.00033578333282326253,5.87635e-12,2.8266215e-06,1.169809e-05,0.0001044008,0.00211937,no Katoite
Al_aq,49591.0,3.849343773560355e-05,4.857122852280473e-05,1.662557e-11,2.127941e-06,1.264312e-05,6.301274000000001e-05,0.0002976354,no Katoite
S_aq,49591.0,0.0008408843828893664,0.0017473085387756553,1.248673e-09,2.4424999999999997e-05,7.333378e-05,0.0006694436,0.01186176,no Katoite
K_aq,49591.0,0.00733450976212379,0.003537361799182045,1.618087e-08,0.0047041685,0.006840253,0.009431631999999999,0.0235802,no Katoite
C_aq,49591.0,1.4257405897940992e-05,1.9397447217982252e-05,3.377748e-12,1.6285205e-06,4.287645e-06,2.194795e-05,0.0001258835,no Katoite
O_aq,49591.0,0.009549716643488537,0.00665193022163212,2.02104e-06,0.0055830135,0.008035477,0.01109317,0.04890236,no Katoite
H_aq,49591.0,0.005731898267394583,0.003726664547077232,1.384471e-08,0.0025181114999999997,0.005297992,0.008379415500000001,0.01748083,no Katoite
Ca_s,49591.0,1.1497121280252462,0.14430904042891884,0.8996288,1.0246404999999998,1.149587,1.274627,1.39999,no Katoite
Si_s,49591.0,0.44995109109919146,0.08657327362100276,0.2995695,0.3750292,0.449889,0.5250058,0.5999908,no Katoite
Al_s,49591.0,0.09984853918815914,0.023089609492791843,0.05982612,0.079852435,0.09978254,0.11983305,0.1399945,no Katoite
S_s,49591.0,0.03419271791030631,0.008777608036205548,0.01066541,0.02672619,0.03415706,0.04165378,0.0499854,no Katoite
K_s,49591.0,0.010665985045610817,0.0037117832670268344,0.0,0.008121515499999999,0.01049488,0.013161645,0.02283857,no Katoite
C_s,49591.0,0.40373324129612226,0.22879013336984919,0.001004141,0.2056556,0.4037605,0.6018431,0.7999656,no Katoite
O_s,49591.0,4.961729970075216,0.47415430133895253,3.350146,4.620233499999999,4.948027,5.3006775,6.461669,no Katoite
H_s,49591.0,3.693930440019358,0.7740386820082972,1.05614,3.192392,3.747716,4.250872,5.834454,no Katoite
Portlandite,49591.0,0.05902087239353058,0.11868346212478097,0.0,0.0,0.0,0.056960355000000004,0.7343349,no Katoite
AmorfSi,49591.0,0.0036120830997824205,0.023787961298200894,0.0,0.0,0.0,0.0,0.4127303,no Katoite
Gibbsite,49591.0,0.010886397792781064,0.029602726282232494,0.0,0.0,0.0,0.0,0.1399546,no Katoite
Katoite,49591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Katoite
Monosulfate,49591.0,0.0002923560666356415,0.002706199683780541,0.0,0.0,0.0,0.0,0.04772237,no Katoite
Gypsum,49591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Katoite
Ettringite,49591.0,8.206662499243814e-10,1.8275446920088578e-07,0.0,0.0,0.0,0.0,4.069766e-05,no Katoite
Straetlingite,49591.0,0.01419366611219977,0.021125836465632528,0.0,0.0,0.0,0.030743725,0.0699747,no Katoite
Chabazite,49591.0,0.002746445508016374,0.010598195360011563,0.0,0.0,0.0,0.0,0.06997472,no Katoite
Calcite,49591.0,0.3712765702863335,0.23149207539312694,0.0,0.1689948,0.3721058,0.57264405,0.795973,no Katoite
Hemicarbonate,49591.0,0.0007717723590894719,0.004845602926837077,0.0,0.0,0.0,0.0,0.05976243,no Katoite
Monocarbonate,49591.0,0.0007717723590894719,0.004845602926837077,0.0,0.0,0.0,0.0,0.05976243,no Katoite
Thaumasite,49591.0,0.011642572503842465,0.016327798477108652,0.0,0.0,0.0,0.026313785,0.04974235,no Katoite
mETss,49591.0,0.010098020509593299,0.00806599559049671,0.0,0.0,0.01176482,0.01708535,0.02284897,no Katoite
Al_ET_ss,49591.0,0.016209170503143227,0.012949978310553304,0.0,0.0,0.01888122,0.027426205000000002,0.03670131,no Katoite
Ca_ET_ss,49591.0,0.048627509075753216,0.038849932952169396,0.0,0.0,0.05664366,0.082278605,0.1101039,no Katoite
S_ET_ss,49591.0,0.022257702716874227,0.017745259947525554,0.0,0.0,0.02593952,0.037645265,0.0499854,no Katoite
C_ET_ss,49591.0,0.0020560518242554587,0.0017714546449656594,0.0,0.0,0.002360434,0.0036219295,0.005109225,no Katoite
H2O_ET_ss,49591.0,0.2593467160992231,0.2071996433650226,0.0,0.0,0.3020995,0.43881925,0.5872209,no Katoite
mCSHQ,49591.0,0.0725334897593253,0.020814805458883808,0.0,0.061264755000000004,0.07209767,0.08653334500000001,0.1221489,no Katoite
Ca_ss,49591.0,0.5269801857884415,0.1872367532082645,0.0,0.39932555000000003,0.5322748,0.65861015,0.971046,no Katoite
Si_ss,49591.0,0.4095169875105683,0.09644558944563525,0.0,0.34269879999999997,0.41068,0.48298244999999995,0.5999908,no Katoite
K_ss,49591.0,0.010665985045610817,0.0037117832670268344,0.0,0.008121515499999999,0.01049488,0.013161645,0.02283857,no Katoite
H2O_ss,49591.0,0.9921523896674534,0.3079512317961707,0.0,0.8125357,0.9862232,1.2037195,1.725346,no Katoite
V_s,49591.0,66.14887420439193,6.249818945775588,48.29359,61.427994999999996,66.0926,70.861545,84.13396,no Katoite
Gel_water,49591.0,0.3936145521807829,0.1392335227329035,0.0,0.29978455000000004,0.3940053,0.48835660000000003,0.7348651,no Katoite
AltoSi,49591.0,0.115320430939664,0.0356035692997812,0.05042109315964878,0.08842026107579401,0.11127312871193092,0.13688872802659718,0.23136509919413364,no Katoite
CatoCO2,49591.0,7.331218060331539,22.431205602194296,1.12681356563985,1.9097597411906149,2.850055987347457,5.609325746099576,1255.600102770624,no Katoite
T,1222.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,with Monosulfate
CaO,1222.0,1.144518449918167,0.14347086545296012,0.9002664,1.0241224999999998,1.1423305,1.2695777499999998,1.399932,with Monosulfate
SiO2,1222.0,0.4534009298690671,0.08473962210437977,0.3004615,0.3780593,0.45750405,0.52355485,0.5998135,with Monosulfate
