,count,mean,std,min,25%,50%,75%,max,mineral
Al2O3,1222.0,0.0535549213584288,0.010827196646015036,0.03004898,0.044981847500000005,0.055102775,0.0627749575,0.06993681,with Monosulfate
SO3,1222.0,0.03445697292144026,0.00868435140292102,0.02001352,0.02704483,0.034110345,0.042074507500000004,0.04990955,with Monosulfate
K2O,1222.0,0.009005904099836334,0.0017151156265320575,0.00601414,0.00755840125,0.008928904500000001,0.010499092500000001,0.01198254,with Monosulfate
CO2,1222.0,0.012679904382978726,0.008912294998544821,0.001004178,0.0058833915,0.010922705000000001,0.0174065225,0.0515263,with Monosulfate
H2O,1222.0,0.10053579441898526,0.028882854873543095,0.05004392,0.0753003025,0.1010545,0.12497829999999999,0.1499678,with Monosulfate
pH,1222.0,13.0285681096563,0.1348018328327939,12.69431,12.933975,13.016960000000001,13.11026,13.43525,with Monosulfate
MassWater,1222.0,0.06072897648690671,0.029310853474020473,0.003430759,0.035399204999999996,0.060675179999999995,0.085339475,0.1161261,with Monosulfate
Ca_aq,1222.0,0.00019320204544435353,0.00014734882748227847,7.333752e-06,7.12113675e-05,0.00016468015,0.00028163822500000004,0.0007545048,with Monosulfate
Si_aq,1222.0,2.475742078968904e-06,1.3013253973103288e-06,1.340481e-07,1.48331025e-06,2.4010235e-06,3.2207675e-06,8.075128e-06,with Monosulfate
Al_aq,1222.0,2.0122654181669398e-05,1.3686466892107743e-05,7.470093e-07,9.54533225e-06,1.4653614999999999e-05,2.9796235e-05,6.772063e-05,with Monosulfate
S_aq,1222.0,5.263316332078559e-06,4.473061277404721e-06,1.003592e-07,1.08234225e-06,4.425753000000001e-06,8.3760615e-06,2.342845e-05,with Monosulfate
K_aq,1222.0,0.007791515057610474,0.003015236652757618,0.0006235214,0.005533128,0.007623950500000001,0.00996706475,0.01614046,with Monosulfate
C_aq,1222.0,2.258415821230769e-08,2.092485768671709e-08,4.248629e-11,5.133527499999999e-10,2.181278e-08,3.60100875e-08,1.163028e-07,with Monosulfate
O_aq,1222.0,0.008213334799836335,0.0031689203691923178,0.0006424752,0.00576833775,0.008144436500000001,0.010506897500000001,0.01679849,with Monosulfate
H_aq,1222.0,0.00814280795826514,0.0031486531961484624,0.0006358115,0.005719541,0.0080814825,0.0104096725,0.01668953,with Monosulfate
Ca_s,1222.0,1.1443252464811784,0.1434689441427076,0.9001954,1.02394375,1.1421575,1.2693824999999999,1.399776,with Monosulfate
Si_s,1222.0,0.4533984533551555,0.08473941616389702,0.3004584,0.3780564,0.45750294999999996,0.523552025,0.599813,with Monosulfate
Al_s,1222.0,0.10708971947626841,0.021651424751011707,0.06008806,0.089954585,0.1101876,0.125526475,0.1398429,with Monosulfate
S_s,1222.0,0.034451709533551554,0.008683305866139758,0.02001184,0.02704066,0.034105140000000006,0.0420647675,0.04990543,with Monosulfate
K_s,1222.0,0.010220293139934535,0.003232762678235568,0.00432236,0.00778286,0.009774379,0.0122344775,0.02149598,with Monosulfate
C_s,1222.0,0.012679881898527005,0.008912285304871946,0.001004141,0.0058833915,0.010922705000000001,0.017406487499999998,0.05152626,with Monosulfate
O_s,1222.0,4.576255178396072,0.42870236850262267,3.350146,4.257996,4.5627115,4.89785425,5.66145,with Monosulfate
H_s,1222.0,4.4613468396072005,0.4184937861790195,3.267756,4.13929075,4.4473970000000005,4.777971750000001,5.555334,with Monosulfate
Portlandite,1222.0,0.2102301573534779,0.18120733826110827,0.0,0.0254990175,0.1941713,0.331357275,0.7128411,with Monosulfate
AmorfSi,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
Gibbsite,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
Katoite,1222.0,0.004086829167662243,0.007817441260354649,0.0,0.0,0.0,0.00495865025,0.04291764,with Monosulfate
Monosulfate,1222.0,0.022214787193558183,0.01219492182015189,5.014181e-07,0.012486005,0.022546129999999998,0.0309321425,0.04950871,with Monosulfate
Gypsum,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
Ettringite,1222.0,3.3304140752864155e-08,1.1642167310909983e-06,0.0,0.0,0.0,0.0,4.069766e-05,with Monosulfate
Straetlingite,1222.0,0.0012636340214741244,0.004898756795925385,0.0,0.0,0.0,0.0,0.04303978,with Monosulfate
Chabazite,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
Calcite,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
Hemicarbonate,1222.0,0.018568135525769233,0.014052636481903106,0.0,0.006745352,0.01660802,0.028711615,0.05585346,with Monosulfate
Monocarbonate,1222.0,0.018568135525769233,0.014052636481903106,0.0,0.006745352,0.01660802,0.028711615,0.05585346,with Monosulfate
Thaumasite,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,with Monosulfate
mETss,1222.0,0.005155832001592472,0.005730878993795916,0.0,0.0,0.0031648885,0.0095207485,0.02050543,with Monosulfate
Al_ET_ss,1222.0,0.008221196208927988,0.00913813396564115,0.0,0.0,0.0050462695000000005,0.01518053,0.03269509,with Monosulfate
Ca_ET_ss,1222.0,0.02466358757019967,0.027414400335857635,0.0,0.0,0.015138809999999999,0.0455415775,0.09808525,with Monosulfate
S_ET_ss,1222.0,0.012236822372733226,0.013601641972641975,0.0,0.0,0.007516017,0.02260788,0.04869446,with Monosulfate
C_ET_ss,1222.0,9.497147071622748e-05,0.00010750926723159544,0.0,0.0,5.7982495e-05,0.00017193470000000002,0.0004747375,with Monosulfate
H2O_ET_ss,1222.0,0.1315391338609984,0.14621013530759405,0.0,0.0,0.08074031000000001,0.242888425,0.5231214,with Monosulfate
mCSHQ,1222.0,0.09106258277414074,0.01623102453313669,0.06110274,0.076969285,0.092338745,0.1042223,0.1220304,with Monosulfate
Ca_ss,1222.0,0.7183084855155484,0.12680090600986907,0.4835464,0.6099367,0.72776795,0.820419525,0.9707074,with Monosulfate
Si_ss,1222.0,0.4521348202127659,0.08359196356113086,0.3004584,0.3780564,0.45709405000000003,0.5204369,0.599813,with Monosulfate
K_ss,1222.0,0.010220293139934535,0.003232762678235568,0.00432236,0.00778286,0.009774379,0.0122344775,0.02149598,with Monosulfate
H2O_ss,1222.0,1.2841390887888708,0.22761556060306773,0.8641955,1.08701975,1.2993890000000001,1.46793675,1.724953,with Monosulfate
V_s,1222.0,64.69125206219313,6.127482360893256,48.29359,60.00162,64.45006000000001,69.4907075,80.28472,with Monosulfate
Gel_water,1222.0,0.5425512718494271,0.09540605748721352,0.3660238,0.46159805,0.54813045,0.6182596,0.7346052,with Monosulfate
AltoSi,1222.0,0.1225800462583753,0.03491334451174973,0.05203910091913976,0.09775715660527917,0.11975266453470967,0.14495127427775756,0.23037949683046083,with Monosulfate
CatoCO2,1222.0,173.16117385093222,187.75883374019915,19.344002965475884,65.65893943293995,104.0194824408868,193.15581478894612,1255.600102770624,with Monosulfate
T,48778.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,no Monosulfate
CaO,48778.0,1.1501373275718563,0.14435950750973525,0.9000085,1.0250392499999998,1.150258,1.275139,1.399995,no Monosulfate
SiO2,48778.0,0.44991480371068926,0.08664870724063777,0.3000033,0.3749339,0.44972915,0.525049,0.5999942,no Monosulfate
Al2O3,48778.0,0.04991094212472836,0.011550645842080081,0.0300008,0.039898055,0.049854875,0.05990359,0.06999926,no Monosulfate
SO3,48778.0,0.035013603156751,0.008659389810540376,0.02000021,0.027514302499999997,0.035020505,0.04251215,0.04999967,no Monosulfate
K2O,48778.0,0.008999852092808234,0.0017325075162722184,0.006000068,0.00749876775,0.009001073500000002,0.010500045,0.0119999,no Monosulfate
CO2,48778.0,0.4102157932957071,0.22509895735532884,0.00810543,0.2153973,0.4102613,0.6051262000000001,0.7999932,no Monosulfate
H2O,48778.0,0.09998668737668621,0.028867624813891032,0.0500004,0.07499895000000001,0.099970035,0.12499935,0.149999,no Monosulfate
pH,48778.0,12.619003245090001,0.6680090206235113,9.260772,12.532905,12.842414999999999,13.005087499999998,13.4799,no Monosulfate
MassWater,48778.0,0.06726701601164217,0.029924957173851588,8.488139e-08,0.0420121525,0.06729641,0.09229166,0.1373174,no Monosulfate
Ca_aq,48778.0,9.213275170334263e-05,0.0001223208541329134,9.764647e-11,1.651044e-05,3.475915e-05,0.00011506105,0.0007688359,no Monosulfate
Si_aq,48778.0,0.00015854653571465633,0.0003379808077240577,5.87635e-12,2.8735152499999997e-06,1.2367385e-05,0.00011072667500000001,0.00211937,no Monosulfate
Al_aq,48778.0,3.8879749409740364e-05,4.885656547155269e-05,1.662557e-11,2.10458475e-06,1.2875225e-05,6.37698825e-05,0.0002976354,no Monosulfate
S_aq,48778.0,0.0008547748746542615,0.0017584667565778923,1.248673e-09,2.5536905e-05,7.7792035e-05,0.000690816525,0.01186176,no Monosulfate
K_aq,48778.0,0.007329507919608858,0.0035462384060481506,1.618087e-08,0.00469188525,0.006829362,0.00942509775,0.0235802,no Monosulfate
C_aq,48778.0,1.4494476659713618e-05,1.9470594961423303e-05,3.377748e-12,1.6846419999999998e-06,4.489061e-06,2.249282e-05,0.0001258835,no Monosulfate
O_aq,48778.0,0.009574947228981098,0.006692396489177569,2.02104e-06,0.0055810725,0.0080375155,0.0111176475,0.04890236,no Monosulfate
H_aq,48778.0,0.00569466607417616,0.0037253206512005547,1.384471e-08,0.00247717025,0.0052410805,0.008334312,0.01748083,no Monosulfate
Ca_s,48778.0,1.1500451929127886,0.14432741429725393,0.8996288,1.0249875,1.1501480000000002,1.2750675,1.39999,no Monosulfate
Si_s,48778.0,0.44975625691295257,0.08659230080493967,0.2995695,0.374838775,0.44957749999999996,0.524867,0.5999908,no Monosulfate
Al_s,48778.0,0.09978300443109599,0.02309745965771278,0.05982612,0.0797678425,0.09966456,0.1197595,0.1399945,no Monosulfate
S_s,48778.0,0.03415882826458649,0.008778641282706313,0.01066541,0.026693035,0.034109324999999996,0.04160689,0.0499854,no Monosulfate
K_s,48778.0,0.010670196295110214,0.0037192854747463617,0.0,0.008124075500000001,0.01050364,0.013175825,0.02283857,no Monosulfate
C_s,48778.0,0.41020129884179335,0.22508684246474023,0.008105307,0.215396575,0.41025465,0.605118475,0.7999656,no Monosulfate
O_s,48778.0,4.967585810221822,0.4729960865638947,3.412139,4.626985749999999,4.9535735,5.306220250000001,6.461669,no Monosulfate
H_s,48778.0,3.6802788270531797,0.7714034204701943,1.05614,3.1811059999999998,3.731696,4.233993,5.834454,no Monosulfate
Portlandite,48778.0,0.056870236470860334,0.11604555513295688,0.0,0.0,0.0,0.050092475,0.7343349,no Monosulfate
AmorfSi,48778.0,0.0036722869531614663,0.02398077794402895,0.0,0.0,0.0,0.0,0.4127303,no Monosulfate
Gibbsite,48778.0,0.011067845195411987,0.02981475113801334,0.0,0.0,0.0,0.0,0.1399546,no Monosulfate
Katoite,48778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Monosulfate
Monosulfate,48778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Monosulfate
Gypsum,48778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Monosulfate
Ettringite,48778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Monosulfate
Straetlingite,48778.0,0.014400333084498286,0.021226577724816537,0.0,0.0,0.0,0.031248427500000002,0.0699747,no Monosulfate
Chabazite,48778.0,0.002792221476650129,0.010680171807855536,0.0,0.0,0.0,0.0,0.06997472,no Monosulfate
Calcite,48778.0,0.37746476684303504,0.22835477849147198,0.0,0.17878025,0.37883435,0.5758554,0.795973,no Monosulfate
Hemicarbonate,48778.0,0.0004325701004575013,0.0035925974922489195,0.0,0.0,0.0,0.0,0.05976243,no Monosulfate
Monocarbonate,48778.0,0.0004325701004575013,0.0035925974922489195,0.0,0.0,0.0,0.0,0.05976243,no Monosulfate
Thaumasite,48778.0,0.011836623335070148,0.01639340129712681,0.0,0.0,0.0,0.026652775,0.04974235,no Monosulfate
mETss,48778.0,0.010137162417181829,0.008097168104096995,0.0,0.0,0.01183781,0.017154469999999998,0.02284897,no Monosulfate
Al_ET_ss,48778.0,0.016273374731519658,0.013000277009381342,0.0,0.0,0.019005405000000003,0.0275326525,0.03670131,no Monosulfate
Ca_ET_ss,48778.0,0.0488201217467894,0.03900082904673872,0.0,0.0,0.057016205,0.0825979425,0.1101039,no Monosulfate
S_ET_ss,48778.0,0.02232211936719484,0.017808588986127288,0.0,0.0,0.026108174999999997,0.037770885000000004,0.0499854,no Monosulfate
C_ET_ss,48778.0,0.002087941508045374,0.0017686568762061016,0.0,0.0,0.0024033555,0.0036446100000000004,0.005109225,no Monosulfate
H2O_ET_ss,48778.0,0.26037398369138615,0.20800442254219395,0.0,0.0,0.30408645,0.44052235,0.5872209,no Monosulfate
mCSHQ,48778.0,0.07220584693498505,0.020729974677209415,0.0,0.0611027275,0.07186303,0.08604336,0.1221489,no Monosulfate
Ca_ss,48778.0,0.5236739612250317,0.1863413572563238,0.0,0.396755225,0.5292186,0.653904325,0.971046,no Monosulfate
Si_ss,48778.0,0.40867812777351664,0.09642979029188406,0.0,0.342026125,0.4097757,0.48200964999999996,0.5999908,no Monosulfate
K_ss,48778.0,0.010670196295110214,0.0037192854747463617,0.0,0.008124075500000001,0.01050364,0.013175825,0.02283857,no Monosulfate
H2O_ss,48778.0,0.9870437105477607,0.3065991505151701,0.0,0.807856575,0.98166025,1.19650825,1.725346,no Monosulfate
V_s,48778.0,66.16682829041781,6.2544114337714936,48.96199,61.444289999999995,66.109355,70.884285,84.13396,no Monosulfate
Gel_water,48778.0,0.39105269397468545,0.13844410370312774,0.0,0.297919925,0.3915638,0.484816025,0.7348651,no Monosulfate
AltoSi,48778.0,0.1153043494072327,0.03564350138395524,0.05042109315964878,0.08834266486179806,0.11121929497481875,0.1369074701495466,0.23136509919413364,no Monosulfate
CatoCO2,48778.0,5.536546056707375,8.194450113739638,1.12681356563985,1.8990626427500545,2.8031966946419913,5.3547762670570656,153.02957711487016,no Monosulfate
T,1.0,25.0,,25.0,25.0,25.0,25.0,25.0,with Ettringite
CaO,1.0,1.316329,,1.316329,1.316329,1.316329,1.316329,1.316329,with Ettringite
SiO2,1.0,0.3335932,,0.3335932,0.3335932,0.3335932,0.3335932,0.3335932,with Ettringite
Al2O3,1.0,0.0608901,,0.0608901,0.0608901,0.0608901,0.0608901,0.0608901,with Ettringite
SO3,1.0,0.02610187,,0.02610187,0.02610187,0.02610187,0.02610187,0.02610187,with Ettringite
K2O,1.0,0.006424229,,0.006424229,0.006424229,0.006424229,0.006424229,0.006424229,with Ettringite
CO2,1.0,0.01743852,,0.01743852,0.01743852,0.01743852,0.01743852,0.01743852,with Ettringite
H2O,1.0,0.09103584,,0.09103584,0.09103584,0.09103584,0.09103584,0.09103584,with Ettringite
pH,1.0,12.99599,,12.99599,12.99599,12.99599,12.99599,12.99599,with Ettringite
MassWater,1.0,0.05033449,,0.05033449,0.05033449,0.05033449,0.05033449,0.05033449,with Ettringite
Ca_aq,1.0,0.0001648826,,0.0001648826,0.0001648826,0.0001648826,0.0001648826,0.0001648826,with Ettringite
Si_aq,1.0,1.763213e-06,,1.763213e-06,1.763213e-06,1.763213e-06,1.763213e-06,1.763213e-06,with Ettringite
Al_aq,1.0,7.793087e-06,,7.793087e-06,7.793087e-06,7.793087e-06,7.793087e-06,7.793087e-06,with Ettringite
S_aq,1.0,4.735565e-06,,4.735565e-06,4.735565e-06,4.735565e-06,4.735565e-06,4.735565e-06,with Ettringite
K_aq,1.0,0.006359226,,0.006359226,0.006359226,0.006359226,0.006359226,0.006359226,with Ettringite
C_aq,1.0,2.144641e-08,,2.144641e-08,2.144641e-08,2.144641e-08,2.144641e-08,2.144641e-08,with Ettringite
O_aq,1.0,0.0067102,,0.0067102,0.0067102,0.0067102,0.0067102,0.0067102,with Ettringite
H_aq,1.0,0.006668476,,0.006668476,0.006668476,0.006668476,0.006668476,0.006668476,with Ettringite
Ca_s,1.0,1.316164,,1.316164,1.316164,1.316164,1.316164,1.316164,with Ettringite
Si_s,1.0,0.3335914,,0.3335914,0.3335914,0.3335914,0.3335914,0.3335914,with Ettringite
Al_s,1.0,0.1217724,,0.1217724,0.1217724,0.1217724,0.1217724,0.1217724,with Ettringite
S_s,1.0,0.02609713,,0.02609713,0.02609713,0.02609713,0.02609713,0.02609713,with Ettringite
K_s,1.0,0.006489232,,0.006489232,0.006489232,0.006489232,0.006489232,0.006489232,with Ettringite
C_s,1.0,0.0174385,,0.0174385,0.0174385,0.0174385,0.0174385,0.0174385,with Ettringite
O_s,1.0,4.558873,,4.558873,4.558873,4.558873,4.558873,4.558873,with Ettringite
H_s,1.0,4.55291,,4.55291,4.55291,4.55291,4.55291,4.55291,with Ettringite
Portlandite,1.0,0.5335639,,0.5335639,0.5335639,0.5335639,0.5335639,0.5335639,with Ettringite
AmorfSi,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Gibbsite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Katoite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Monosulfate,1.0,0.02596542,,0.02596542,0.02596542,0.02596542,0.02596542,0.02596542,with Ettringite
Gypsum,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Ettringite,1.0,4.069766e-05,,4.069766e-05,4.069766e-05,4.069766e-05,4.069766e-05,4.069766e-05,with Ettringite
Straetlingite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Chabazite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Calcite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
Hemicarbonate,1.0,0.03487686,,0.03487686,0.03487686,0.03487686,0.03487686,0.03487686,with Ettringite
Monocarbonate,1.0,0.03487686,,0.03487686,0.03487686,0.03487686,0.03487686,0.03487686,with Ettringite
Thaumasite,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,with Ettringite
mETss,1.0,4.053659e-06,,4.053659e-06,4.053659e-06,4.053659e-06,4.053659e-06,4.053659e-06,with Ettringite
Al_ET_ss,1.0,6.463428e-06,,6.463428e-06,6.463428e-06,6.463428e-06,6.463428e-06,6.463428e-06,with Ettringite
Ca_ET_ss,1.0,1.939028e-05,,1.939028e-05,1.939028e-05,1.939028e-05,1.939028e-05,1.939028e-05,with Ettringite
S_ET_ss,1.0,9.625797e-06,,9.625797e-06,9.625797e-06,9.625797e-06,9.625797e-06,9.625797e-06,with Ettringite
C_ET_ss,1.0,6.934368e-08,,6.934368e-08,6.934368e-08,6.934368e-08,6.934368e-08,6.934368e-08,with Ettringite
H2O_ET_ss,1.0,0.0001034148,,0.0001034148,0.0001034148,0.0001034148,0.0001034148,0.0001034148,with Ettringite
mCSHQ,1.0,0.06785786,,0.06785786,0.06785786,0.06785786,0.06785786,0.06785786,with Ettringite
Ca_ss,1.0,0.5389675,,0.5389675,0.5389675,0.5389675,0.5389675,0.5389675,with Ettringite
Si_ss,1.0,0.3335914,,0.3335914,0.3335914,0.3335914,0.3335914,0.3335914,with Ettringite
K_ss,1.0,0.006489232,,0.006489232,0.006489232,0.006489232,0.006489232,0.006489232,with Ettringite
H2O_ss,1.0,0.959447,,0.959447,0.959447,0.959447,0.959447,0.959447,with Ettringite
V_s,1.0,66.44885,,66.44885,66.44885,66.44885,66.44885,66.44885,with Ettringite
Gel_water,1.0,0.4079204,,0.4079204,0.4079204,0.4079204,0.4079204,0.4079204,with Ettringite
AltoSi,1.0,0.18252800117028767,,0.18252800117028767,0.18252800117028767,0.18252800117028767,0.18252800117028767,0.18252800117028767,with Ettringite
CatoCO2,1.0,75.4839860263371,,75.4839860263371,75.4839860263371,75.4839860263371,75.4839860263371,75.4839860263371,with Ettringite
T,49999.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,no Ettringite
CaO,49999.0,1.1499966755555109,0.14433856207531923,0.9000085,1.0250035,1.149994,1.274993,1.399995,no Ettringite
SiO2,49999.0,0.4500023328166563,0.08660269507076748,0.3000033,0.37500585,0.450005,0.52500055,0.5999942,no Ettringite
Al2O3,49999.0,0.04999978317086342,0.011547133855304287,0.0300008,0.04000009,0.0499994,0.059999305,0.06999926,no Ettringite
SO3,49999.0,0.0350001770799416,0.008660335352569331,0.02000021,0.027500370000000003,0.03500014,0.042499835,0.04999967,no Ettringite
K2O,49999.0,0.009000051520310406,0.001732046814884856,0.006000068,0.007500132499999999,0.00900002,0.01049999,0.0119999,no Ettringite
CO2,49999.0,0.4005076775538311,0.23064966996768585,0.001004178,0.2007676,0.4005093,0.6002488500000001,0.7999932,no Ettringite
H2O,49999.0,0.10000028684173684,0.028868093524552274,0.0500004,0.0749995,0.1000019,0.125001,0.149999,no Ettringite
pH,49999.0,12.629005670693415,0.6631585158254092,9.260772,12.550474999999999,12.84929,13.009485,13.4799,no Ettringite
MassWater,49999.0,0.06710756178709337,0.029927049539779975,8.488139e-08,0.041827345,0.06717825,0.09216536,0.1373174,no Ettringite
Ca_aq,49999.0,9.460147961996534e-05,0.0001239785447066978,9.764647e-11,1.6769325e-05,3.601028e-05,0.00012175045,0.0007688359,no Ettringite
Si_aq,49999.0,0.0001547352249584393,0.00033469650741052955,5.87635e-12,2.798742e-06,1.136747e-05,0.00010127420000000001,0.00211937,no Ettringite
Al_aq,49999.0,3.8421938579397895e-05,4.8390253477805635e-05,1.662557e-11,2.1414515e-06,1.316934e-05,6.261384e-05,0.0002976354,no Ettringite
S_aq,49999.0,0.0008340293980455283,0.0017418049919651398,1.248673e-09,2.3883500000000003e-05,7.106669e-05,0.00065830055,0.01186176,no Ettringite
K_aq,49999.0,0.0073408190059217355,0.0035349385479992424,1.618087e-08,0.004715022,0.006849498,0.009439536,0.0235802,no Ettringite
C_aq,49999.0,1.4141065999368711e-05,1.936067428149705e-05,3.377748e-12,1.59701e-06,4.189043e-06,2.1600675e-05,0.0001258835,no Ettringite
O_aq,49999.0,0.009541726051733835,0.006632019465460185,2.02104e-06,0.005587429,0.008042243,0.011091275000000001,0.04890236,no Ettringite
H_aq,49999.0,0.005754480381910933,0.0037315006376272054,1.384471e-08,0.0025357635,0.005333834,0.0084080535,0.01748083,no Ettringite
Ca_s,49999.0,1.1499020721834436,0.14430729780143992,0.8996288,1.0249385,1.149912,1.2749169999999999,1.39999,no Ettringite
Si_s,49999.0,0.4498475973179464,0.08654778975282068,0.2995695,0.37492044999999996,0.4498225,0.52481285,0.5999908,no Ettringite
Al_s,49999.0,0.09996114432168643,0.023090600914248645,0.05982612,0.079974955,0.09996239,0.11995345,0.1399945,no Ettringite
S_s,49999.0,0.03416614766315327,0.008776367769843927,0.01066541,0.026697634999999997,0.03410911,0.041624515,0.0499854,no Ettringite
K_s,49999.0,0.01065928406303898,0.0037087684084862785,0.0,0.0081131735,0.01048346,0.013152955000000001,0.02283857,no Ettringite
C_s,49999.0,0.40049353651243025,0.2306375410931141,0.001004141,0.2007656,0.4005074,0.60021855,0.7999656,no Ettringite
O_s,49999.0,4.9580296727134545,0.47581315120314804,3.350146,4.6161604999999994,4.944418,5.2979424999999996,6.461669,no Ettringite
H_s,49999.0,3.699351058101162,0.7741704473775853,1.05614,3.197513,3.754683,4.256601,5.834454,no Ettringite
Portlandite,49999.0,0.060608893837108234,0.12039894001049826,0.0,0.0,0.0,0.06263664,0.7343349,no Ettringite
AmorfSi,49999.0,0.0035826079121844432,0.02369293233460996,0.0,0.0,0.0,0.0,0.4127303,no Ettringite
Gibbsite,49999.0,0.010797563010096314,0.0294979584546973,0.0,0.0,0.0,0.0,0.1399546,no Ettringite
Katoite,49999.0,9.9884102539716e-05,0.001375014401073513,0.0,0.0,0.0,0.0,0.04291764,no Ettringite
Monosulfate,49999.0,0.0005424209390293425,0.003922451457978138,0.0,0.0,0.0,0.0,0.04950871,no Ettringite
Gypsum,49999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Ettringite
Ettringite,49999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no Ettringite
Straetlingite,49999.0,0.014079553750472986,0.021077503447256857,0.0,0.0,0.0,0.03050607,0.0699747,no Ettringite
Chabazite,49999.0,0.002724034064442089,0.010557756084706722,0.0,0.0,0.0,0.0,0.06997472,no Ettringite
Calcite,49999.0,0.36824689287924894,0.23295272538211423,0.0,0.16387154999999998,0.3691296,0.5710426,0.795973,no Ettringite
Hemicarbonate,49999.0,0.0008751232847178143,0.005023261155087143,0.0,0.0,0.0,0.0,0.05976243,no Ettringite
Monocarbonate,49999.0,0.0008751232847178143,0.005023261155087143,0.0,0.0,0.0,0.0,0.05976243,no Ettringite
Thaumasite,49999.0,0.011547567212105274,0.01629474106812616,0.0,0.0,0.0,0.02614302,0.04974235,no Ettringite
mETss,49999.0,0.010015618933130306,0.00808422487436621,0.0,0.0,0.01168008,0.017046695,0.02284897,no Ettringite
Al_ET_ss,49999.0,0.016076900897176897,0.012979212828998962,0.0,0.0,0.01874864,0.027362775,0.03670131,no Ettringite
Ca_ET_ss,49999.0,0.048230700277713506,0.03893763650348239,0.0,0.0,0.05624591,0.08208831999999999,0.1101039,no Ettringite
S_ET_ss,49999.0,0.022076076037655008,0.01778578925980535,0.0,0.0,0.02577726,0.037567705,0.0499854,no Ettringite
C_ET_ss,49999.0,0.0020392741044282644,0.0017738824907213545,0.0,0.0,0.002342116,0.003610447,0.005109225,no Ettringite
H2O_ET_ss,49999.0,0.2572304025012855,0.2076673956391771,0.0,0.0,0.2999782,0.43780434999999995,0.5872209,no Ettringite
mCSHQ,49999.0,0.0726668017377288,0.020836236856207124,0.0,0.061353950000000004,0.07221045,0.086672165,0.1221489,no Ettringite
Ca_ss,49999.0,0.5284306182610572,0.18753943084383354,0.0,0.40056745000000005,0.5334736,0.6602718000000001,0.971046,no Ettringite
Si_ss,49999.0,0.4097417323433787,0.09637000458188981,0.0,0.3429033,0.4108646,0.48316025,0.5999908,no Ettringite
K_ss,49999.0,0.01065928406303898,0.0037087684084862785,0.0,0.0081131735,0.01048346,0.013152955000000001,0.02283857,no Ettringite
H2O_ss,49999.0,0.9943054187603487,0.30834585459026004,0.0,0.8146857999999999,0.9879487,1.2067695,1.725346,no Ettringite
V_s,49999.0,66.1307588455769,6.255493199269154,48.29359,61.404975,66.07772,70.85199,84.13396,no Ettringite
Gel_water,49999.0,0.3947550559110623,0.13952862609407474,0.0,0.30069465,0.3951872,0.48985445,0.7348651,no Ettringite
AltoSi,49999.0,0.11548082649478111,0.035642297269913116,0.05042109315964878,0.08857458081404138,0.11143354159084652,0.13711431450238637,0.23136509919413364,no Ettringite
CatoCO2,49999.0,9.6319749197761,39.95376556898359,1.12681356563985,1.914934781140319,2.872667906405198,5.735936734492048,1255.600102770624,no Ettringite
T,19153.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,with Straetlingite
CaO,19153.0,1.1270425951182583,0.13724501459004532,0.9000085,1.008826,1.120136,1.23825,1.399995,with Straetlingite
SiO2,19153.0,0.4690382166501331,0.08388024666862291,0.3001048,0.40185,0.4771804,0.5420956,0.599986,with Straetlingite
Al2O3,19153.0,0.05149701559807863,0.01147899231483871,0.0300008,0.04178995,0.05231139,0.06152235,0.06999703,with Straetlingite
SO3,19153.0,0.03499973870203101,0.008637134386572706,0.02000143,0.02753788,0.03496794,0.04246926,0.04999919,with Straetlingite
K2O,19153.0,0.008996162236673107,0.0017256176466401234,0.006000193,0.007514577,0.008977412,0.01049125,0.01199983,with Straetlingite
CO2,19153.0,0.5005131321607581,0.1766438628474987,0.001294106,0.3813941,0.516232,0.6394662,0.7999569,with Straetlingite
H2O,19153.0,0.09974898605701456,0.028886438854655153,0.0500004,0.07467143,0.09950434,0.1247516,0.1499839,with Straetlingite
